shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
0000000000000000000h,25064,25024,1001300,5614
0000000000000000000i,55668,55628,1014350,7109
0000000000000000000p,501,461,1009628,20327
0000000000000000000d,11599,11559,1008959,18987
0000000000000000000v,21009,20969,1000575,21311
0000000000000000000f,27929,27889,1014729,19964
00000000000000000004,48977,48937,1004718,31144
0000000000000000000s,42440,42400,1013873,25031
00000000000000000009,39150,39110,1006432,4901
00000000000000000002,48342,48302,1013787,13554
0000000000000000000e,56758,56718,1005274,9290
0000000000000000000t,25385,25345,1010060,31394
00000000000000000001,33347,33307,1008616,3061
00000000000000000007,32673,32633,1013726,12088
0000000000000000000o,26637,26597,1013658,25209
0000000000000000000k,36322,36282,1004896,395
0000000000000000000c,55347,55307,1011401,32087
0000000000000000000r,2021,1981,1009573,29356
0000000000000000000a,11844,11804,1001008,3939
00000000000000000006,56524,56484,1002478,34302
00000000000000000005,29782,29742,1015304,835
00000000000000000003,23544,23504,1003216,2064
0000000000000000000l,47004,46964,1001046,22885
0000000000000000000j,17227,17187,1005667,34536
0000000000000000000w,9313,9273,1013671,5629
0000000000000000000m,44040,44000,1008042,22045
0000000000000000000n,47722,47682,1002102,34731
0000000000000000000g,38739,38699,1008428,4650
0000000000000000000b,287,247,1004024,25267
0000000000000000000q,48727,48687,1008799,14431
0000000000000000000u,19972,19932,1008851,11731
00000000000000000008,23440,23400,1012862,30487
0000000000000000000h,56531,56491,1012270,21766
0000000000000000000i,39718,39678,1000162,19735
0000000000000000000p,1828,1788,1002118,25869
0000000000000000000d,32724,32684,1012300,592
0000000000000000000v,9331,9291,1000847,10440
0000000000000000000f,48396,48356,1004727,26405
00000000000000000004,1841,1801,1008746,19241
0000000000000000000s,35870,35830,1009131,659
00000000000000000009,11530,11490,1009395,25846
00000000000000000002,2050,2010,1008904,4203
0000000000000000000e,10149,10109,1010125,17096
0000000000000000000t,46346,46306,1014849,26025
00000000000000000001,5756,5716,1009076,19977
00000000000000000007,41823,41783,1001927,34290
0000000000000000000o,11223,11183,1012344,34720
0000000000000000000k,6245,6205,1007870,1988
0000000000000000000c,1605,1565,1004242,21740
0000000000000000000r,49952,49912,1008621,12991
0000000000000000000a,416,376,1006537,25427
00000000000000000006,19444,19404,1002711,11909
00000000000000000005,41807,41767,1003680,17754
00000000000000000003,7351,7311,1009362,14065
0000000000000000000l,48601,48561,1001159,3628
0000000000000000000j,51451,51411,1015079,22643
0000000000000000000w,41130,41090,1001503,24872
0000000000000000000m,43523,43483,1014726,18844
0000000000000000000n,22611,22571,1013303,13388
0000000000000000000g,8430,8390,1002258,31312
0000000000000000000b,30360,30320,1000281,957
0000000000000000000q,37261,37221,1008977,31588
0000000000000000000u,7252,7212,1015178,20931
00000000000000000008,45293,45253,1007267,2984
0000000000000000000h,50939,50899,1013260,22107
0000000000000000000i,17229,17189,1008583,34314
0000000000000000000p,26438,26398,1015689,3739
0000000000000000000d,26135,26095,1004794,4811
0000000000000000000v,14841,14801,1005075,24030
0000000000000000000f,2107,2067,1001734,15086
00000000000000000004,239,199,1007020,29158
0000000000000000000s,48198,48158,1009062,8234
00000000000000000009,53928,53888,1008659,1510
00000000000000000002,40546,40506,1014439,28988
0000000000000000000e,2198,2158,1008785,14886
0000000000000000000t,22261,22221,1010745,2304
00000000000000000001,11645,11605,1007297,27409
00000000000000000007,8366,8326,1005204,32780
0000000000000000000o,14872,14832,1004656,32523
0000000000000000000k,36056,36016,1007243,19834
0000000000000000000c,15651,15611,1007766,23531
0000000000000000000r,15218,15178,1011610,28144
0000000000000000000a,57768,57728,1009295,10644
00000000000000000006,43560,43520,1009360,17433
00000000000000000005,31565,31525,1003059,18660
00000000000000000003,28862,28822,1011835,15585
0000000000000000000l,19116,19076,1011962,9842
0000000000000000000j,16294,16254,1014854,1470
0000000000000000000w,33391,33351,1007860,32373
0000000000000000000m,9411,9371,1001822,34032
0000000000000000000n,896,856,1009354,3666
0000000000000000000g,7186,7146,1003726,32217
0000000000000000000b,29321,29281,1001424,26243
0000000000000000000q,15048,15008,1013346,4677
0000000000000000000u,31868,31828,1013136,31801
00000000000000000008,2185,2145,1015065,16204
0000000000000000000h,19115,19075,1011595,21251
0000000000000000000i,16052,16012,1005665,6229
0000000000000000000p,11658,11618,1005356,7373
0000000000000000000d,11512,11472,1000813,19306
0000000000000000000v,26094,26054,1015026,2666
0000000000000000000f,4919,4879,1007343,26941
00000000000000000004,25225,25185,1002668,19527
0000000000000000000s,2618,2578,1000025,25393
00000000000000000009,23898,23858,1005809,31177
00000000000000000002,29351,29311,1005495,3104
0000000000000000000e,17949,17909,1013234,11417
0000000000000000000t,33889,33849,1002291,5130
00000000000000000001,55049,55009,1007538,24308
00000000000000000007,11819,11779,1001832,31007
0000000000000000000o,50474,50434,1015027,3469
0000000000000000000k,4702,4662,1014208,8472
0000000000000000000c,28211,28171,1011347,16365
0000000000000000000r,17218,17178,1009425,8346
0000000000000000000a,56993,56953,1001870,19672
00000000000000000006,46277,46237,1005474,20152
00000000000000000005,42477,42437,1011158,10314
00000000000000000003,5952,5912,1005086,10976
0000000000000000000l,30702,30662,1013662,34099
0000000000000000000j,20022,19982,1005864,13929
0000000000000000000w,35540,35500,1004421,13485
0000000000000000000m,30794,30754,1006953,11849
0000000000000000000n,42286,42246,1014697,4019
0000000000000000000g,23266,23226,1002765,20547
0000000000000000000b,20564,20524,1014319,14921
0000000000000000000q,31519,31479,1004687,10774
0000000000000000000u,17730,17690,1008667,7230
00000000000000000008,28572,28532,1000400,5018
0000000000000000000h,4577,4537,1006643,14320
0000000000000000000i,49138,49098,1007317,11322
0000000000000000000p,41267,41227,1011725,17481
0000000000000000000d,45639,45599,1014128,30276
0000000000000000000v,34668,34628,1008810,26573
0000000000000000000f,53936,53896,1001542,30474
00000000000000000004,42482,42442,1008322,25798
0000000000000000000s,16056,16016,1013623,103
00000000000000000009,32927,32887,1013972,24926
00000000000000000002,36531,36491,1003340,31912
0000000000000000000e,30598,30558,1008015,22473
0000000000000000000t,45067,45027,1011586,19235
00000000000000000001,21238,21198,1003487,28692
00000000000000000007,29803,29763,1011055,26952
0000000000000000000o,2470,2430,1008636,22189
0000000000000000000k,6291,6251,1000032,2315
0000000000000000000c,12737,12697,1007503,25471
0000000000000000000r,9082,9042,1015431,12550
0000000000000000000a,19843,19803,1015413,685
00000000000000000006,8141,8101,1003852,15137
00000000000000000005,12772,12732,1013991,15181
00000000000000000003,14520,14480,1003466,33414
0000000000000000000l,4095,4055,1005610,7673
0000000000000000000j,14849,14809,1000460,33960
0000000000000000000w,48300,48260,1011076,18074
0000000000000000000m,13894,13854,1015575,24134
0000000000000000000n,52609,52569,1006642,17486
0000000000000000000g,21357,21317,1007075,31486
0000000000000000000b,10916,10876,1011858,19384
0000000000000000000q,31954,31914,1012365,20535
0000000000000000000u,22997,22957,1013031,10381
00000000000000000008,55469,55429,1009202,12127
0000000000000000000h,13456,13416,1002385,34647
0000000000000000000i,46616,46576,1012389,6038
0000000000000000000p,13097,13057,1014440,15417
0000000000000000000d,47250,47210,1015321,30803
0000000000000000000v,24518,24478,1007330,30699
0000000000000000000f,23539,23499,1002681,28936
00000000000000000004,54193,54153,1009749,2302
0000000000000000000s,4673,4633,1009617,10284
00000000000000000009,21193,21153,1012819,2976
00000000000000000002,18913,18873,1001864,20171
0000000000000000000e,45256,45216,1001460,16259
0000000000000000000t,41985,41945,1002757,34561
00000000000000000001,50427,50387,1005183,27038
00000000000000000007,30265,30225,1014688,5930
0000000000000000000o,14271,14231,1003666,32631
0000000000000000000k,43840,43800,1010303,3878
0000000000000000000c,26290,26250,1008230,4379
0000000000000000000r,52351,52311,1008700,9484
0000000000000000000a,49542,49502,1005096,4314
00000000000000000006,48201,48161,1009529,10867
00000000000000000005,54654,54614,1005708,29736
00000000000000000003,16232,16192,1014723,6862
0000000000000000000l,18387,18347,1009104,8422
0000000000000000000j,39882,39842,1002861,11212
0000000000000000000w,41516,41476,1006218,13223
0000000000000000000m,36932,36892,1004470,31832
0000000000000000000n,27637,27597,1014666,3113
0000000000000000000g,42265,42225,1015297,4263
0000000000000000000b,18184,18144,1001522,31616
0000000000000000000q,53381,53341,1007578,3879
0000000000000000000u,8175,8135,1005748,31750
00000000000000000008,3888,3848,1006217,16656
0000000000000000000h,31229,31189,1004228,30632
0000000000000000000i,47553,47513,1009618,12722
0000000000000000000p,21668,21628,1014000,28858
0000000000000000000d,33860,33820,1012843,30522
0000000000000000000v,3944,3904,1007672,1945
0000000000000000000f,44781,44741,1010516,3563
00000000000000000004,27038,26998,1003241,26991
0000000000000000000s,33361,33321,1009142,31627
00000000000000000009,52545,52505,1012057,31382
00000000000000000002,5869,5829,1008070,314
0000000000000000000e,10616,10576,1011562,27732
0000000000000000000t,54325,54285,1000515,10943
00000000000000000001,36617,36577,1000994,15622
00000000000000000007,51410,51370,1006151,23109
0000000000000000000o,31208,31168,1004366,14877
0000000000000000000k,42471,42431,1008252,126
0000000000000000000c,54580,54540,1011760,30492
0000000000000000000r,7231,7191,1013639,9358
0000000000000000000a,40211,40171,1000298,25472
00000000000000000006,21131,21091,1002664,22250
00000000000000000005,3909,3869,1003339,9910
00000000000000000003,36311,36271,1007773,28885
0000000000000000000l,11161,11121,1015436,7891
0000000000000000000j,10863,10823,1008224,9565
0000000000000000000w,19128,19088,1009589,14661
0000000000000000000m,19198,19158,1015028,13270
0000000000000000000n,36138,36098,1014829,11244
0000000000000000000g,35495,35455,1013940,20967
0000000000000000000b,24371,24331,1003918,25542
0000000000000000000q,41271,41231,1015404,29012
0000000000000000000u,22919,22879,1002708,20694
00000000000000000008,36593,36553,1012308,7798
0000000000000000000h,45602,45562,1009728,34813
0000000000000000000i,25714,25674,1014466,24494
0000000000000000000p,12962,12922,1000426,27371
0000000000000000000d,27071,27031,1002848,23584
0000000000000000000v,41347,41307,1006551,7157
0000000000000000000f,30618,30578,1011591,31943
00000000000000000004,16311,16271,1004697,29975
0000000000000000000s,37505,37465,1008295,3238
00000000000000000009,34480,34440,1007089,24544
00000000000000000002,34271,34231,1015246,10299
0000000000000000000e,44186,44146,1008030,32543
0000000000000000000t,24484,24444,1007407,7667
00000000000000000001,15311,15271,1011974,5780
00000000000000000007,4055,4015,1008362,23205
0000000000000000000o,27447,27407,1008255,15442
0000000000000000000k,32336,32296,1006667,18159
0000000000000000000c,15438,15398,1013125,31774
0000000000000000000r,26245,26205,1002259,24619
0000000000000000000a,41461,41421,1009527,15012
00000000000000000006,23622,23582,1005224,32796
00000000000000000005,6713,6673,1002181,7326
00000000000000000003,14858,14818,1001258,26994
0000000000000000000l,27176,27136,1004186,32353
0000000000000000000j,45071,45031,1012741,29192
0000000000000000000w,16411,16371,1001726,25601
0000000000000000000m,22523,22483,1008397,33897
0000000000000000000n,40764,40724,1008935,2828
0000000000000000000g,54954,54914,1009397,14024
0000000000000000000b,3562,3522,1002428,9242
0000000000000000000q,52340,52300,1000648,32252
0000000000000000000u,56262,56222,1003527,4750
00000000000000000008,5356,5316,1013784,32414
0000000000000000000h,16925,16885,1011875,9410
0000000000000000000i,23516,23476,1003820,11307
0000000000000000000p,7260,7220,1007980,14511
0000000000000000000d,47229,47189,1012881,11557
0000000000000000000v,19436,19396,1001498,3844
0000000000000000000f,30849,30809,1012885,30221
00000000000000000004,55596,55556,1010156,13263
0000000000000000000s,44190,44150,1012220,9550
00000000000000000009,23075,23035,1009897,11031
00000000000000000002,29227,29187,1010883,104
0000000000000000000e,56232,56192,1003001,25168
0000000000000000000t,29607,29567,1001360,34709
00000000000000000001,55041,55001,1003298,29049
00000000000000000007,9883,9843,1005330,29648
0000000000000000000o,28200,28160,1006205,19025
0000000000000000000k,14556,14516,1001324,3912
0000000000000000000c,12807,12767,1000266,9823
0000000000000000000r,26295,26255,1004053,28631
0000000000000000000a,53561,53521,1007575,28495
00000000000000000006,51735,51695,1003937,31119
00000000000000000005,9855,9815,1000990,30573
00000000000000000003,15016,14976,1014746,23460
0000000000000000000l,24124,24084,1000276,17197
0000000000000000000j,28194,28154,1004618,19212
0000000000000000000w,13104,13064,1014125,33091
0000000000000000000m,57186,57146,1015527,7782
0000000000000000000n,28958,28918,1006323,31377
0000000000000000000g,2987,2947,1008493,7503
0000000000000000000b,13193,13153,1010570,15672
0000000000000000000q,42551,42511,1014809,21514
0000000000000000000u,39559,39519,1006508,6232
00000000000000000008,21327,21287,1012889,8099
0000000000000000000h,51341,51301,1005909,27953
0000000000000000000i,14510,14470,1007427,8769
0000000000000000000p,1675,1635,1015699,22035
0000000000000000000d,49309,49269,1010094,32311
0000000000000000000v,22781,22741,1014474,19028
0000000000000000000f,3197,3157,1002362,4638
00000000000000000004,2420,2380,1000273,22363
0000000000000000000s,9595,9555,1001093,11684
00000000000000000009,12281,12241,1013853,27444
00000000000000000002,21242,21202,1004193,18537
0000000000000000000e,30771,30731,1014435,28831
0000000000000000000t,36720,36680,1011296,8032
00000000000000000001,6337,6297,1002700,8716
00000000000000000007,23869,23829,1003624,9209
0000000000000000000o,48657,48617,1010073,28512
0000000000000000000k,20615,20575,1001721,26677
0000000000000000000c,18193,18153,1000915,20333
0000000000000000000r,56742,56702,1003876,20439
0000000000000000000a,21513,21473,1013107,31006
00000000000000000006,7087,7047,1001105,3227
00000000000000000005,5363,5323,1008701,20421
00000000000000000003,26861,26821,1005338,23446
0000000000000000000l,25526,25486,1013719,20406
0000000000000000000j,17369,17329,1014258,21134
0000000000000000000w,25152,25112,1012803,14275
0000000000000000000m,15090,15050,1013838,33143
0000000000000000000n,42032,41992,1004822,20366
0000000000000000000g,45755,45715,1014944,28425
0000000000000000000b,52686,52646,1005085,31762
0000000000000000000q,39991,39951,1013208,13867
0000000000000000000u,20216,20176,1004523,8188
00000000000000000008,51859,51819,1014796,7647
0000000000000000000h,39863,39823,1003315,25474
0000000000000000000i,36918,36878,1001965,14582
0000000000000000000p,24249,24209,1002203,28739
0000000000000000000d,33385,33345,1003390,20306
0000000000000000000v,58039,57999,1006055,13905
0000000000000000000f,35378,35338,1008920,7991
00000000000000000004,51581,51541,1013355,33765
0000000000000000000s,56615,56575,1012406,1729
00000000000000000009,55108,55068,1001921,18406
